,Open,High,Low,Close,Volume,Spread
2024-01-01 00:00:00,100.0,100.00531847897989,99.96772734363007,99.97039285768938,1508.039169837049,0.009597157714338184
2024-01-01 00:01:00,99.97039285768938,99.97389179803625,99.85153270177153,99.8825668757624,3761.173631147726,0.013250677376273418
2024-01-01 00:02:00,99.8825668757624,99.96677150650692,99.87651260973536,99.93887084408277,2912.208563724236,0.01773855123584397
2024-01-01 00:03:00,99.93887084408277,99.94411625250268,99.93262959248266,99.93472176832088,808.6962671865035,0.020832654163912313
2024-01-01 00:04:00,99.93472176832088,99.94694247937792,99.88691664466954,99.90252999193758,1044.6800967323845,0.021798105405156955
2024-01-01 00:05:00,99.90252999193758,99.97800577567384,99.87622250915307,99.97553278609944,2736.0201326739298,0.022686065456317853
2024-01-01 00:06:00,99.97553278609944,99.98947395722504,99.87783861914613,99.90265420438666,1902.9549358888298,0.02536249253340911
2024-01-01 00:07:00,99.90265420438666,99.90716125301886,99.87010525496103,99.87304844558305,841.109722971016,0.0264668090168475
2024-01-01 00:08:00,99.87304844558305,99.8822823939111,99.7424176616053,99.74680972440957,3065.888910389607,0.026632661824652112
2024-01-01 00:09:00,99.74680972440957,99.770713059363,99.66734921622454,99.70047329239178,1111.2071802777925,0.0295522172241254
2024-01-01 00:10:00,99.70047329239178,99.72139133091888,99.69554370552397,99.70320268904112,772.7090415715027,0.02954296371886027
2024-01-01 00:11:00,99.70320268904112,99.84511543773299,99.65785462586517,99.8179165699502,3249.999602661372,0.029422064408809984
2024-01-01 00:12:00,99.8179165699502,99.85894690303685,99.5983549604404,99.68284551101526,2711.0238812035145,0.03265286262553462
2024-01-01 00:13:00,99.68284551101526,99.70803864711776,99.57826585372193,99.64433423654086,955.526891687864,0.034832545060519006
2024-01-01 00:14:00,99.64433423654086,99.6827268196213,99.6217577720254,99.63273209232068,543.4716361452423,0.034147426146654114
2024-01-01 00:15:00,99.63273209232068,99.72887677110026,99.60691703036102,99.6935717864371,1924.3825203968418,0.03345316110213403
2024-01-01 00:16:00,99.6935717864371,99.71365102253014,99.61674129868872,99.660425129583,865.7113820499301,0.03390014531274525
2024-01-01 00:17:00,99.660425129583,99.66916138347146,99.61959003505697,99.66590625434853,930.6733862195232,0.033274713976479665
2024-01-01 00:18:00,99.66590625434853,99.70805297447113,99.60812987767231,99.65833106636578,619.774195567497,0.03272716497657008
2024-01-01 00:19:00,99.65833106636578,99.87913431040627,99.63117862309515,99.86733520626615,4752.934520489256,0.03223524984963649
2024-01-01 00:20:00,99.86733520626615,99.87201121395296,99.5790643477264,99.65458980831602,3487.5053504007747,0.04053061889101554
2024-01-01 00:21:00,99.65458980831602,99.84911701103486,99.64710311688364,99.8313698213288,3017.484294241033,0.04521058021927721
2024-01-01 00:22:00,99.8313698213288,99.85626323086838,99.51626790377233,99.52040170772216,4320.922140271884,0.0484489254563929
2024-01-01 00:23:00,99.52040170772216,99.52274344881931,99.35482905078801,99.39214969628023,1745.1940537224098,0.05715402104645805
2024-01-01 00:24:00,99.39214969628023,99.44725969988048,98.86026688602531,98.89456727515162,5847.300226699111,0.05566483563564082
2024-01-01 00:25:00,98.89456727515162,98.96588062119487,98.47527339968109,98.47709841628838,3714.382229766215,0.07573462878226518
2024-01-01 00:26:00,98.47709841628838,99.73602095526014,98.41944172257115,99.51923645751025,7958.020779895118,0.08577129705859246
2024-01-01 00:27:00,99.51923645751025,99.76515695061539,99.39745285059139,99.58534205491793,856.440734861788,0.14506815570834133
2024-01-01 00:28:00,99.58534205491793,99.67527587847619,99.37385420656923,99.49982466771878,855.2548107818147,0.13661192086826873
2024-01-01 00:29:00,99.49982466771878,99.57350688663047,99.34710248391497,99.34880771820956,1175.0245038255982,0.1285610889650765
2024-01-01 00:30:00,99.34880771820956,99.4152496439024,99.21012974736895,99.24832534846551,933.7491700723256,0.12182874326329891
2024-01-01 00:31:00,99.24832534846551,99.40095529946764,98.84872141445084,99.08616792725108,1247.2733285531115,0.11490158373743704
2024-01-01 00:32:00,99.08616792725108,99.15528725561808,98.98245422077926,99.1120418340421,683.2722311789014,0.10950816310603065
2024-01-01 00:33:00,99.1120418340421,99.1409335043149,99.07919235677312,99.0972067239803,507.56842671789155,0.10325492965904913
2024-01-01 00:34:00,99.0972067239803,99.13955602362107,99.05860790829608,99.06813773772568,604.3408166511409,0.09729921759500607
2024-01-01 00:35:00,99.06813773772568,99.23007216550296,98.92666165064101,99.17974808562379,1311.8126512234965,0.0918863764436
2024-01-01 00:36:00,99.17974808562379,99.47493244485491,99.0994968853654,99.26017301034248,1176.8309593666254,0.08796654728581593
2024-01-01 00:37:00,99.26017301034248,99.40798251919027,99.19410376643776,99.29591747856821,911.5302780591446,0.08379594284074167
2024-01-01 00:38:00,99.29591747856821,99.54055378319063,99.12040151182602,99.45185571398952,1850.5078987082813,0.07951514926805969
2024-01-01 00:39:00,99.45185571398952,99.51702345876797,99.34663892883523,99.34686440197956,1177.1034530857703,0.0775664814284346
2024-01-01 00:40:00,99.34686440197956,99.38727321492857,99.1853944883953,99.27175451673023,914.4399872664821,0.07403372842570646
2024-01-01 00:41:00,99.27175451673023,99.32585867118087,99.12817490703561,99.27560802768873,686.775433434561,0.07043333662337041
2024-01-01 00:42:00,99.27560802768873,99.32986684974644,99.15626231229064,99.22067608213162,858.5793239829866,0.06675285934105048
2024-01-01 00:43:00,99.22067608213162,99.22695855040814,99.05545736578796,99.07018449960945,1787.4162445704503,0.06340545254776207
2024-01-01 00:44:00,99.07018449960945,99.69428491072075,99.04554617609155,99.60359043036142,5786.055892964576,0.062490467498642455
2024-01-01 00:45:00,99.60359043036142,99.70420341892162,99.47813540340798,99.51120836373775,1141.2638826291789,0.08592478521205092
2024-01-01 00:46:00,99.51120836373775,99.63275461226587,99.42850874397357,99.44651163066933,848.5548765907228,0.08158679169999694
2024-01-01 00:47:00,99.44651163066933,99.75497822288237,99.29895848606871,99.68424522908326,2563.9165564069567,0.07751837321457804
2024-01-01 00:48:00,99.68424522908326,100.08902374316665,99.6756729074548,99.98961483174621,3007.189155947968,0.0789730545337143
2024-01-01 00:49:00,99.98961483174621,100.02025914186129,99.88446902959436,99.9099693391799,1021.6735578503775,0.08298832423967639
2024-01-01 00:50:00,99.9099693391799,100.23531489196544,99.86659153975843,100.22897179005406,3054.7830413364195,0.07903014733875591
2024-01-01 00:51:00,100.22897179005406,100.24756571246878,100.02627359619522,100.18380303659929,674.702649002147,0.08375627149054221
2024-01-01 00:52:00,100.18380303659929,100.51370931129426,100.15267248273716,100.47707464010749,2881.9113986818093,0.0794621003889473
2024-01-01 00:53:00,100.47707464010749,100.6076114593492,100.31616477044116,100.43834094713893,699.0785707080883,0.08285299042866014
2024-01-01 00:54:00,100.43834094713893,100.77815837693704,100.43090033358511,100.68335745212491,2465.9338525715484,0.07855569608379598
2024-01-01 00:55:00,100.68335745212491,100.76726965651554,100.36064370258045,100.45327488572234,2156.2246589118263,0.07976705408374783
2024-01-01 00:56:00,100.45327488572234,100.66287957799709,100.2816693903171,100.30936033738216,1532.7496116576597,0.0791490412924972
2024-01-01 00:57:00,100.30936033738216,100.7016320626443,100.22201707319498,100.66859521678697,3423.8581081610987,0.07654755070976213
2024-01-01 00:58:00,100.66859521678697,100.71103170266908,100.52831096632885,100.66769421096178,637.5140036612129,0.08396094360377591
2024-01-01 00:59:00,100.66769421096178,100.7522898567489,100.08149226668634,100.10860486542225,4703.412799890686,0.07892847879481328
2024-01-01 01:00:00,100.10860486542225,100.23433832293595,99.79298843768836,99.82761900117976,2079.459985607492,0.09638203826953684
2024-01-01 01:01:00,99.82761900117976,100.09112974184178,99.57514605291739,100.08091521937924,2307.7011234381534,0.09600136966004548
2024-01-01 01:02:00,100.08091521937924,100.40111606820298,100.02543860549233,100.3199606223115,2190.4399166648445,0.09575980396741295
2024-01-01 01:03:00,100.3199606223115,100.47397188790792,100.04284219733869,100.40034328040126,1030.7238241714554,0.09489457369094702
2024-01-01 01:04:00,100.40034328040126,100.41243727239647,100.33149895288983,100.35269123937553,708.7410853263982,0.09014566265041724
2024-01-01 01:05:00,100.35269123937553,100.52510961955791,100.04185205435725,100.08517012809659,2236.6216384389477,0.0849638359058296
2024-01-01 01:06:00,100.08517012809659,100.10208631295447,99.8077891878419,99.8387203072388,2104.6472014499236,0.08498842674549467
2024-01-01 01:07:00,99.8387203072388,100.05919156199296,99.81930071784102,100.01465686590439,1929.7578303690368,0.08460093989515391
2024-01-01 01:08:00,100.01465686590439,100.20051696051014,99.8217279777375,100.14640507338679,1634.7741346230048,0.08292238965724986
2024-01-01 01:09:00,100.14640507338679,100.68356831449906,100.10721761555534,100.6706156873175,4484.7613708622375,0.08054101836159949
2024-01-01 01:10:00,100.6706156873175,101.15541943473457,100.56174128627927,101.15260481899762,3583.528830720422,0.09815974641422565
2024-01-01 01:11:00,101.15260481899762,101.99377726341498,100.92300929223585,101.8896826159745,4801.998834482841,0.10919587223338537
2024-01-01 01:12:00,101.8896826159745,101.90293746856558,101.06965983271569,101.10319798656822,4151.18943206367,0.13270497589019728
