,Open,High,Low,Close,Volume
2024-01-01 00:00:00,1.0,1.0000084126313886,0.9999768624181036,0.9999789638599412,361.2028153774149
2024-01-01 00:00:05,0.9999789638599412,1.0000108673278874,0.9999633190628848,1.0000099399931743,470.9662746415337
2024-01-01 00:00:10,1.0000099399931743,1.0000714029637192,1.0000074124369003,1.0000681869388404,703.161845125695
2024-01-01 00:00:15,1.0000681869388404,1.0000886802675844,1.0000584862368855,1.000084560390671,342.1235510542737
2024-01-01 00:00:20,1.000084560390671,1.000085960258992,1.0000430405677674,1.0000462966503239,547.7604702998256
2024-01-01 00:00:25,1.0000462966503239,1.0000476195439012,0.9998836457574309,0.9998866164268788,1689.9202952241594
2024-01-01 00:00:30,0.9998866164268788,0.9999204271559966,0.9998766847712401,0.9999197946943894,465.1007804587628
2024-01-01 00:00:35,0.9999197946943894,1.0000088753754492,0.999908657870741,0.9999894865282545,815.7521327530683
2024-01-01 00:00:40,0.9999894865282545,1.0000089878196317,0.9999275636775758,0.9999366547951553,694.0836015589615
2024-01-01 00:00:45,0.9999366547951553,0.9999437384064969,0.9997843310039005,0.9997967937226343,1482.14368178482
2024-01-01 00:00:50,0.9997967937226343,0.9997997457784024,0.9996970728188427,0.999711908015031,926.1346561586425
2024-01-01 00:00:55,0.999711908015031,0.9998114632660182,0.999711111629567,0.9998039618961406,989.4091714532399
2024-01-01 00:01:00,0.9998039618961406,0.9998522175384736,0.9997944034813668,0.9998443771427241,549.609053212088
2024-01-01 00:01:05,0.9998443771427241,0.9998931953722164,0.9998415626584979,0.9998840856716917,559.5803792859537
2024-01-01 00:01:10,0.9998840856716917,0.999888074438644,0.9998094104947663,0.9998108597790342,872.9235668119069
2024-01-01 00:01:15,0.9998108597790342,0.9998157746282332,0.9996977201722834,0.9997051461254906,1180.300662262834
2024-01-01 00:01:20,0.9997051461254906,0.9997087791963883,0.9994250662492059,0.9994395666692555,2602.8544797038508
2024-01-01 00:01:25,0.9994395666692555,0.9994477046771578,0.9993665725655847,0.9993899040178591,551.5382852876692
2024-01-01 00:01:30,0.9993899040178591,0.9994038234226502,0.9992023691933191,0.9992120733552072,1489.791603541248
2024-01-01 00:01:35,0.9992120733552072,0.9994182000135131,0.9992009809514315,0.99941292590911,1592.187132640032
2024-01-01 00:01:40,0.99941292590911,0.9994772560778377,0.9994098641393603,0.9994700724675222,583.3996047571684
2024-01-01 00:01:45,0.9994700724675222,0.9994782920827591,0.9992778439743238,0.9992873501271052,1428.3908070127745
2024-01-01 00:01:50,0.9992873501271052,0.9993649169660498,0.999285199167998,0.9993441640902132,557.5945087267172
